Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Version_IFC;Requis
Mur;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;APS;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Identifiant numérique (a);IfcElement.Tag;à voir à l'export;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;APS;Statut (p);Pset_WallCommon.Status;Phase Created;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_WallCommon.Status;Phase Created;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_WallCommon.Status;Phase Created;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_WallCommon.Status;Phase Created;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_WallCommon.Status;Phase Created;IFC4;Oui
Mur;Informations alphanumériques;Niveau matériau;APD;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Mur;Informations alphanumériques;Niveau matériau;PDE;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Mur;Informations alphanumériques;Niveau matériau;EXE;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Mur;Informations alphanumériques;Niveau matériau;EXP;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Mur;Documentation;Descriptifs;APS;Principe constructif;;;IFC4;Oui
Mur;Documentation;Descriptifs;APD;Principe constructif;;;IFC4;Oui
Mur;Documentation;Descriptifs;APD;Prédimensionnement;;;IFC4;Oui
Mur;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Mur;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Mur;Documentation;Plans et schémas;PDE;Plan de coffrage;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXE;Plan de coffrage;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXP;Plan de coffrage;;;IFC4;Oui
Mur;Documentation;Plans et schémas;PDE;Plan de calepinage;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXE;Plan de calepinage;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXP;Plan de calepinage;;;IFC4;Oui
Mur;Documentation;Plans et schémas;PDE;Plan joints de dilatation;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXE;Plan joints de dilatation;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXP;Plan joints de dilatation;;;IFC4;Oui
Mur;Documentation;Plans et schémas;PDE;Détail d'exécution;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXE;Détail d'exécution;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXP;Détail d'exécution;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXE;Plan de ferraillage;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXP;Plan de ferraillage;;;IFC4;Oui
Mur;Documentation;Plans et schémas;APD;Performances à atteindre;;;IFC4;Oui
Mur;Documentation;Plans et schémas;PDE;Performances à atteindre;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXE;Performances à atteindre;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXP;Performances à atteindre;;;IFC4;Oui
Mur;Documentation;Plans et schémas;APD;Rapport energétique;;;IFC4;Oui
Mur;Documentation;Plans et schémas;PDE;Rapport energétique;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXE;Rapport energétique;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXP;Rapport energétique;;;IFC4;Oui
Mur;Documentation;Plans et schémas;PDE;Rapport stabilité;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXE;Rapport stabilité;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXP;Rapport stabilité;;;IFC4;Oui
Mur;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;IFC4;Oui
Mur;Classification;Uniformat II 2010;Toutes;"A1010.10 – Wall Foundations (Foundation walls)
A1020.30 Special Foundation Walls
A2010 Walls for Subgrade EnclosuresA4030 - Slab Trenches
B2010 Exterior WallsB2080.50 – Exterior Balcony Walls and Railings
B2090 – Exterior Wall Specialties
C1010 – Partitions
C2010 – Wall Finishes
F1020 – Special Structure";;;IFC4;Oui
Mur;Classification;DIN276;Toutes;"312 – Umschließung
331 – Tragende Außenwände
335 – Außenwändbekleidungen, Außen
336 – Außenwändbekleidungen, Innen
332 – Nichttragende Außenwände
341 – Tragende Innenwände
342 – Nichttragende Innenwände
345 – Innenwändbekleidungen
346 – Elementierte Innenwandkonstruktionen";;;IFC4;Oui
Mur rideau;Classe et type IFC;Types IFC;Toutes;Mur rideau;IfcCurtainWall.NOTDEFINED;Walls [BIMids Classification:Wall];IFC4;Oui
Mur rideau;Classe et type IFC;Types IFC;Toutes;Verrière;IfcCurtainWall.NOTDEFINED;Walls [BIMids Classification:Wall];IFC4;Oui
Mur rideau;Classe et type IFC;Types IFC;Toutes;Veranda;IfcCurtainWall.NOTDEFINED;Walls [BIMids Classification:Wall];IFC4;Oui
Mur rideau;Géométrie;Exigences minima;APD;Profils, menuiseries et vitrage;;;IFC4;Oui
Mur rideau;Géométrie;Exigences minima;PDE;Profils, menuiseries et vitrage;;;IFC4;Oui
Mur rideau;Géométrie;Exigences minima;EXE;Profils, menuiseries et vitrage;;;IFC4;Oui
Mur rideau;Géométrie;Exigences minima;EXP;Profils, menuiseries et vitrage;;;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APS;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APS;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APS;Statut (p);Pset_CurtainWallCommon.Status;Phase Created;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_CurtainWallCommon.Status;Phase Created;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_CurtainWallCommon.Status;Phase Created;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_CurtainWallCommon.Status;Phase Created;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_CurtainWallCommon.Status;Phase Created;IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau matériau;APD;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau matériau;PDE;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau matériau;EXE;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Mur rideau;Informations alphanumériques;Niveau matériau;EXP;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Mur rideau;Documentation;Descriptifs;APD;Principe constructif;;;IFC4;Oui
Mur rideau;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Mur rideau;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;PDE;Plan de calepinage;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Plan de calepinage;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXP;Plan de calepinage;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;PDE;Plan joints de dilatation;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Plan joints de dilatation;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXP;Plan joints de dilatation;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;PDE;Détail d'exécution;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Détail d'exécution;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXP;Détail d'exécution;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;APD;Performances à atteindre;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;PDE;Performances à atteindre;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Performances à atteindre;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXP;Performances à atteindre;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;APD;Rapport energétique;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;PDE;Rapport energétique;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Rapport energétique;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXP;Rapport energétique;;;IFC4;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;IFC4;Oui
Mur rideau;Classification;Uniformat II 2010;Toutes;B2010.40 – Fabricated Exterior Walls Assemblies;;;IFC4;Oui
Mur rideau;Classification;DIN276;Toutes;337 – Elementierte Außenwandkonstruktionen;;;IFC4;Oui
Ouverture;Classe et type IFC;Types IFC;Toutes;Ouverture pour techniques;IfcOpeningElement.OPENING;Mass;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;APS;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;APS;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Ouverture;Documentation;Plans et schémas;PDE;Détail d'exécution;;;IFC4;Oui
Ouverture;Documentation;Plans et schémas;EXE;Détail d'exécution;;;IFC4;Oui
Ouverture;Documentation;Plans et schémas;EXP;Détail d'exécution;;;IFC4;Oui
Panneau de gestion;Classe et type IFC;Types IFC;Toutes;Panneau de gestion;IfcUnitaryControlElement.CONTROLPANEL;Data Devices [BIMids Classification:Management panel];IFC4;Oui
Panneau de gestion;Classe et type IFC;Types IFC;Toutes;Centrale incendie;IfcUnitaryControlElement.ALARMPANEL;Data Devices [BIMids Classification:Management panel];IFC4;Oui
Panneau de gestion;Classe et type IFC;Types IFC;Toutes;Centrale d'alarme;IfcUnitaryControlElement.ALARMPANEL;Data Devices [BIMids Classification:Management panel];IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_ControllerTypeCommon.Status;Phase Created;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_ControllerTypeCommon.Status;Phase Created;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_ControllerTypeCommon.Status;Phase Created;IFC4;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_ControllerTypeCommon.Status;Phase Created;IFC4;Oui
Panneau de gestion;Documentation;Descriptifs;APD;Prescriptions;;;IFC4;Oui
Panneau de gestion;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Panneau de gestion;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;PDE;Protocole de communication;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Protocole de communication;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Protocole de communication;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Panneau de gestion;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Panneau de gestion;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Panneau de gestion;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Panneau de gestion;Classification;Uniformat II 2010;Toutes;"D8010.10 – Integrated Automation Control of Equipment
D8010.20 – Integrated Automation Control of Conveying
Equipment
D8010.30 – Integrated Automation Control of Fire-Suppression
Systems
D8010.40 – Integrated Automation Control of Plumbing Systems
D8010.50 – Integrated Automation Control of HVAC Systems
D8010.60 – Integrated Automation Control of Electrical Systems
D8010.70 – Integrated Automation Control of Communication Systems
D8010.80 – Integrated Automation Control of Electronic Safety
and Security Systems
D8010.90 – Integrated Automation Supplementary Components";;;IFC4;Oui
